"","x"
"1241",57.141
"1242",137.262
"1243",35.514
"1244",24.914
"1245",119.062
"1246",35.514
"1247",42.631
"1248",124.951
"1249",161.693
"1250",137.262
"1251",61.874
"1252",24.914
"1253",148.601
"1254",119.062
"1255",NA
"1256",86.482
"1257",117.982
"1258",88.771
"1259",1276.674
"1260",71.013
"1261",171.303
"1262",192.65
"1263",127.381
"1264",NA
"1265",220.125
"1266",187.864
"1267",32.928
"1268",171.303
"1269",105.863
"1270",77.297
"1271",48.392
"1272",42.992
"1273",42.672
"1274",59.093
"1275",52.302
"1276",117.976
"1277",117.982
"1278",59.801
"1279",138.471
"1280",1290.838
"1281",53.04
"1282",138.471
"1283",16.958
"1284",142.778
"1285",47.944
"1286",156.381
"1287",NA
"1288",80.799
"1289",166.114
"1290",8.217
"1291",133.697
"1292",59.093
"1293",61.874
"1294",48.8
"1295",83.73
"1296",119.062
"1297",6.533
"1298",37.7
"1299",44.744
"1300",NA
"1301",26.347
"1302",469.702
"1303",34.172
"1304",117.982
"1305",103.606
"1306",23.841
"1307",38.023
"1308",161.098
"1309",163.69
"1310",32.928
"1311",131.034
"1312",48.392
"1313",1276.674
"1314",57.141
"1315",231.646
"1316",149.731
"1317",26.347
"1318",102.231
"1319",176.895
"1320",42.672
"1321",135.971
"1322",160.43
"1323",104.306
"1324",41.816
"1325",231.646
"1326",78.898
"1327",139.64
"1328",75.501
"1329",148.22
"1330",44.744
"1331",1290.838
"1332",128.181
"1333",52.116
"1334",106.196
"1335",442.728
"1336",NA
"1337",61.874
"1338",206.497
"1339",29.503
"1340",77.297
"1341",59.093
"1342",142.778
"1343",205.032
"1344",47.772
"1345",64.814
"1346",26.347
"1347",93.007
"1348",160.43
"1349",60.194
"1350",98.835
"1351",NA
"1352",60.91
"1353",67.29
"1354",442.728
"1355",80.799
"1356",64.814
"1357",201.173
"1358",37.007
"1359",80.799
"1360",52.302
"1361",817.67
"1362",133.697
"1363",83.761
"1364",38.023
"1365",204.043
"1366",204.043
"1367",6.533
"1368",104.306
"1369",9.727
"1370",105.834
"1371",171.977
"1372",30.47
"1373",222.017
"1374",205.032
"1375",117.982
"1376",52.116
"1377",192.65
"1378",61.304
"1379",469.702
"1380",26.347
"1381",116.698
"1382",98.835
"1383",78.898
"1384",35.514
"1385",817.67
"1386",67.29
"1387",40.831
"1388",59.093
"1389",106.196
"1390",38.023
"1391",128.181
"1392",201.173
"1393",86.482
"1394",30.47
"1395",817.67
"1396",163.69
"1397",61.304
"1398",23.841
"1399",205.032
"1400",160.583
"1401",291.439
"1402",131.034
"1403",8.217
"1404",52.116
"1405",171.303
"1406",48.8
"1407",52.302
"1408",119.062
"1409",1276.674
"1410",119.062
"1411",51.14
"1412",54.224
"1413",86.482
"1414",161.693
"1415",201.173
"1416",67.291
"1417",529.837
"1418",NA
"1419",60.91
"1420",1276.674
"1421",48.392
"1422",148.601
"1423",9.727
"1424",103.606
"1425",185.769
"1426",141.716
"1427",35.42
"1428",60.91
"1429",121.702
"1430",102.231
"1431",NA
"1432",83.73
"1433",18.901
"1434",NA
"1435",35.514
"1436",138.471
"1437",71.013
"1438",117.976
"1439",NA
"1440",85.448
"1441",17.542
"1442",71.013
"1443",41.816
"1444",NA
"1445",10.714
"1446",NA
"1447",37.007
"1448",47.698
"1449",30.47
"1450",142.778
"1451",220.125
"1452",23.841
"1453",529.837
"1454",80.848
"1455",48.8
"1456",83.73
"1457",117.976
"1458",220.125
"1459",770.961
"1460",817.67
"1461",135.408
"1462",106.196
"1463",85.448
"1464",67.29
"1465",171.303
"1466",117.976
"1467",137.262
"1468",53.575
"1469",57.141
"1470",98.835
"1471",54.224
"1472",133.118
"1473",64.814
"1474",83.761
"1475",67.291
"1476",64.814
"1477",165.29
"1478",149.731
"1479",220.125
"1480",NA
"1481",644.945
"1482",148.601
"1483",93.007
"1484",60.194
"1485",193.116
"1486",61.874
"1487",52.116
"1488",44.744
"1489",47.944
"1490",52.302
"1491",47.698
"1492",88.771
"1493",52.223
"1494",116.698
"1495",137.262
"1496",86.482
"1497",34.172
"1498",47.944
"1499",171.303
"1500",148.22
"1501",231.646
"1502",47.944
"1503",8.217
"1504",18.901
"1505",61.874
"1506",40.831
"1507",206.497
"1508",156.381
"1509",80.845
"1510",50.32
"1511",105.834
"1512",102.231
"1513",48.392
"1514",23.841
"1515",42.631
"1516",30.47
"1517",165.29
"1518",128.181
"1519",11.793
"1520",457.012
"1521",29.503
"1522",37.007
"1523",32.398
"1524",121.702
"1525",149.731
"1526",8.217
"1527",206.497
"1528",138.471
"1529",193.116
"1530",16.958
"1531",220.125
"1532",206.497
"1533",104.306
"1534",91.535
"1535",67.291
"1536",86.482
"1537",185.769
"1538",176.895
"1539",102.231
"1540",176.895
"1541",85.448
"1542",NA
"1543",91.535
"1544",98.835
"1545",163.69
"1546",442.728
"1547",59.093
"1548",10.714
"1549",166.114
"1550",26.347
"1551",131.034
"1552",133.697
"1553",160.583
"1554",185.769
"1555",98.835
"1556",29.503
"1557",138.471
"1558",71.013
"1559",75.501
"1560",127.381
"1561",94.227
"1562",145.655
"1563",128.181
"1564",37.007
"1565",26.347
"1566",206.709
"1567",176.895
"1568",128.181
"1569",39.896
"1570",469.702
"1571",92.315
"1572",171.977
"1573",171.303
"1574",39.896
"1575",457.012
"1576",48.392
"1577",48.392
"1578",16.958
"1579",139.64
"1580",100.146
"1581",53.04
"1582",54.224
"1583",83.761
"1584",135.408
"1585",61.304
"1586",148.22
"1587",42.631
"1588",102.231
"1589",161.693
"1590",254.86
"1591",67.291
"1592",60.194
"1593",131.034
"1594",263.998
"1595",47.698
"1596",128.181
"1597",52.302
"1598",457.012
"1599",142.92
"1600",NA
"1601",71.005
"1602",30.47
"1603",138.471
"1604",128.181
"1605",8.217
"1606",263.998
"1607",1495.514
"1608",35.514
"1609",26.347
"1610",88.771
"1611",187.864
"1612",83.761
"1613",116.698
"1614",30.47
"1615",47.772
"1616",83.73
"1617",61.874
"1618",319.785
"1619",47.772
"1620",529.837
"1621",240.603
"1622",240.603
"1623",34.172
"1624",80.848
"1625",8.217
"1626",131.034
"1627",171.977
"1628",135.408
"1629",61.304
"1630",37.7
"1631",10.714
"1632",117.976
"1633",185.769
"1634",128.742
"1635",193.116
"1636",9.727
"1637",53.575
"1638",206.709
"1639",529.837
"1640",206.497
"1641",34.172
"1642",105.834
"1643",85.448
"1644",48.8
"1645",201.173
"1646",192.65
"1647",40.831
"1648",205.032
